Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/integral/0.0/3.14,1772,9,1600.0,1494.5857222556622,24.20856200023991,9965.278364000369,147.8668171557562,9.885492728403527,0.05020848451220753,1600,1900,2000,2100,2400,2600,2800,3200,9600,10000,10000
,Aggregated,1772,9,1600.0,1494.5857222556622,24.20856200023991,9965.278364000369,147.8668171557562,9.885492728403527,0.05020848451220753,1600,1900,2000,2100,2400,2600,2800,3200,9600,10000,10000
